"0","df %>%"
"0","  mutate(AgeGroup = cut(Age, breaks = c(0, 18, 25, 35, 45, 55, 65, Inf),"
"0","                        labels = c(""0–18"", ""19–25"", ""26–35"", ""36–45"", ""46–55"", ""56–65"", ""65+""))) %>%"
"0","  group_by(AgeGroup) %>%"
"0","  summarise(AvgRevenue = mean(Revenue)) %>%"
"0","  ggplot(aes(x = AgeGroup, y = AvgRevenue, fill = AgeGroup)) +"
"0","  geom_col() +"
"0","  labs(title = ""Average Revenue by Age Group"", x = ""Age Group"", y = ""Average Revenue"") +"
"0","  theme_minimal()"
"0",""
