"0","ggplot(df_clean, aes(x = Age)) +"
"0","  geom_histogram(binwidth = 5, fill = ""#4682B4"", color = ""black"", alpha = 0.8) +"
"0","  geom_vline(aes(xintercept = mean(Age, na.rm = TRUE)), color = ""red"", linetype = ""dashed"", size = 1) +"
"0","  labs("
"0","    title = "" Age Distribution of Readers"","
"0","    subtitle = ""Grouped in bins of 5 years, with mean age line"","
"0","    x = ""Age (Years)"","
"0","    y = ""Number of Readers"","
"0","    caption = ""Source: Kaggle Reading Dataset (Cleaned)"""
"0","  ) +"
"0","  theme_minimal(base_size = 13) +"
"0","  theme("
"0","    plot.title = element_text(face = ""bold"", size = 16, color = ""#2C3E50""),"
"0","    plot.subtitle = element_text(size = 12, color = ""#34495E""),"
"0","    plot.caption = element_text(size = 10, face = ""italic"", color = ""gray40""),"
"0","    axis.title = element_text(face = ""bold""),"
"0","    panel.grid.major = element_line(color = ""gray85""),"
"0","    panel.grid.minor = element_blank()"
"0","  )"
