"0","unique(df_clean$Location)"
"1"," [1]"
"1"," ""United States of America"""
"1"," ""canada""                  "
"1"," ""portugal""                "
"1","
"
"1"," [4]"
"1"," ""iran""                    "
"1"," ""australia""               "
"1"," ""united kingdom""          "
"1","
"
"1"," [7]"
"1"," ""germany""                 "
"1"," """"                        "
"1"," ""china""                   "
"1","
"
"1","[10]"
"1"," ""england""                 "
"1"," ""south korea""             "
"1"," ""new zealand""             "
"1","
"
"1","[13]"
"1"," ""japan""                   "
"1"," ""brazil""                  "
"1"," ""netherlands""             "
"1","
"
"1","[16]"
"1"," ""romania""                 "
"1"," ""switzerland""             "
"1"," ""spain""                   "
"1","
"
"1","[19]"
"1"," ""finland""                 "
"1"," ""belgium""                 "
"1"," ""france""                  "
"1","
"
"1","[22]"
"1"," ""universe""                "
"1"," ""cuba""                    "
"1"," ""malaysia""                "
"1","
"
"1","[25]"
"1"," ""trinidad and tobago""     "
"1"," ""norway""                  "
"1"," ""russia""                  "
"1","
"
"1","[28]"
"1"," ""italy""                   "
"1"," ""bulgaria""                "
"1"," ""israel""                  "
"1","
"
"1","[31]"
"1"," ""mexico""                  "
"1"," ""philippines""             "
"1"," ""taiwan""                  "
"1","
"
"1","[34]"
"1"," ""sweden""                  "
"1"," ""austria""                 "
"1"," ""iceland""                 "
"1","
"
"1","[37]"
"1"," ""denmark""                 "
"1"," ""singapore""               "
"1"," ""dominican republic""      "
"1","
"
